IDCabang,KategoriKota,Wilayah,JumlahNasabahAktif,JumlahTeller,JumlahPegawai,JumlahATM,LuasCabang_m2,UmurCabang_tahun,JamOperasionalPerHari,TransaksiHarian,TransaksiBulanan,SkorKepuasanNasabah,KodeInternal,BiayaOperasional_jutaPerBulan
CBG02264,Kota Besar,Sulawesi,5390,7,21,3,404.0,40,9.2,385,8540,4.54,4096,288.47
CBG01264,Kota Besar,Sumatera,4383,3,12,1,466.0,21,8.1,263,5776,4.22,6499,229.9
CBG00603,Kota Kecil,Jawa Tengah,2742,5,13,2,166.0,10,7.8,250,5522,5.0,3437,149.11
CBG00241,Metro,Indonesia Timur,8956,9,28,5,500.0,10,7.0,648,14314,3.62,1911,350.37
CBG01940,Metro,Jawa Timur,7694,10,27,4,521.0,3,7.8,557,12172,4.75,5058,332.91
CBG00449,Kota Kecil,Jawa Timur,3918,5,15,1,382.0,22,7.1,326,7157,3.39,8480,192.23
CBG00843,Kota Kecil,Sumatera,5541,6,21,5,393.0,38,8.3,433,9523,3.59,1181,262.6
CBG02442,Kota Kecil,Jawa Barat,5164,7,27,4,383.0,37,6.6,373,8252,3.43,2431,259.09
CBG00014,Kota Besar,Jawa Timur,6780,8,15,6,491.0,33,8.7,458,10063,5.0,4614,309.76
CBG02939,Kota Besar,Indonesia Timur,5026,9,29,3,377.0,5,7.6,328,7173,5.0,2040,268.95
CBG00985,Kota Kecil,Jawa Barat,1947,6,16,1,285.0,36,8.6,190,4160,3.04,7449,160.73
CBG02004,Kota Besar,Kalimantan,3680,5,19,3,266.0,8,8.1,253,5589,4.74,2455,211.36
CBG02562,Kota Kecil,Jawa Timur,4655,5,17,4,327.0,36,8.2,313,6940,4.89,1828,247.19
CBG01788,Kota Kecil,Indonesia Timur,4986,4,10,1,357.0,39,8.7,467,10262,4.57,7023,239.8
CBG00377,Metro,Jawa Tengah,8156,7,16,5,387.0,28,8.7,695,15376,4.56,8696,322.48
CBG02660,Kota Kecil,Kalimantan,1225,3,11,1,143.0,22,9.7,164,3614,3.39,2266,130.81
CBG00264,Kota Besar,Sumatera,6942,9,24,4,518.0,21,8.6,451,9945,3.5,2114,293.97
CBG00616,Kota Kecil,Kalimantan,2107,4,15,3,182.0,39,7.7,191,4200,4.66,4863,177.61
CBG00504,Kota Besar,Jawa Tengah,8779,11,30,3,485.0,43,7.5,626,13812,4.1,8614,337.95
CBG00058,Kota Kecil,Indonesia Timur,10088,11,28,4,581.0,25,8.6,815,17964,3.98,2986,349.35
CBG02695,Kota Besar,Jawa Tengah,8067,10,31,2,494.0,24,8.6,569,12596,5.0,1873,325.23
CBG01197,Kota Besar,Indonesia Timur,5423,8,23,4,375.0,1,7.9,344,7578,,4125,261.47
CBG02471,Kota Besar,Jawa Tengah,6109,8,21,3,493.0,17,10.0,374,8276,4.09,8549,270.77
CBG02654,Kota Kecil,Jawa Barat,4779,6,18,4,376.0,3,6.4,441,9713,4.19,6840,220.26
CBG00233,Metro,Kalimantan,9541,12,33,4,577.0,28,7.5,655,14441,3.9,1552,383.58
CBG02670,Metro,Sumatera,9503,8,24,6,556.0,31,8.1,745,16296,3.44,9723,355.69
CBG01676,Kota Kecil,Kalimantan,4221,3,15,1,266.0,28,7.1,234,5121,4.06,3971,213.26
CBG01872,Kota Kecil,Indonesia Timur,1136,5,14,2,,8,8.5,118,2601,4.18,7524,127.49
CBG01136,Kota Kecil,Kalimantan,3845,5,12,3,406.0,27,6.4,383,8388,4.39,5280,210.39
CBG01583,Kota Kecil,Indonesia Timur,1429,5,15,3,147.0,44,9.1,166,3681,4.36,1852,164.14
CBG01902,Kota Kecil,Jawa Barat,3234,4,14,2,449.0,41,7.1,349,7699,3.88,5695,210.95
CBG02572,Metro,Sulawesi,9360,11,32,7,621.0,19,8.6,690,15152,4.57,3674,382.89
CBG02758,Metro,Sulawesi,9609,9,24,4,388.0,41,6.8,609,13454,4.5,6461,343.86
CBG00174,Kota Besar,Indonesia Timur,5597,7,22,5,364.0,7,9.6,451,9957,3.81,8628,262.34
CBG00142,Metro,Jawa Tengah,10352,10,27,9,622.0,7,7.9,699,15467,4.23,6925,357.26
CBG00205,Kota Besar,Jawa Tengah,5245,2,11,3,452.0,27,8.6,399,8826,4.59,2930,239.36
CBG01992,Kota Kecil,Sulawesi,4405,5,14,5,309.0,33,7.4,342,7506,4.31,4660,229.87
CBG01235,Kota Besar,Jawa Timur,6588,9,24,6,304.0,34,7.1,499,11101,4.23,7480,296.61
CBG02326,Kota Besar,Jawa Tengah,5981,6,18,5,348.0,28,7.1,420,9239,3.86,6030,265.68
CBG01783,Kota Besar,Jawa Barat,3878,4,15,2,396.0,6,9.6,275,6093,4.25,3743,219.24
CBG01490,Metro,Jawa Tengah,11108,9,23,5,526.0,3,7.1,728,15839,3.08,9810,416.05
CBG01611,Kota Kecil,Kalimantan,3567,6,18,3,234.0,33,6.9,208,4584,3.65,8296,210.47
CBG00682,Kota Kecil,Jawa Barat,7543,9,30,4,336.0,37,7.6,411,9048,4.5,9243,311.44
CBG00858,Kota Kecil,Kalimantan,6258,9,23,4,491.0,40,7.0,463,10221,4.26,4827,281.48
CBG02166,Kota Kecil,Sumatera,2405,2,8,1,497.0,29,6.3,190,4179,4.43,4817,156.93
CBG01437,Metro,Kalimantan,8621,8,24,5,403.0,31,9.1,574,12559,4.13,7568,353.81
CBG01839,Kota Besar,Jawa Timur,7323,6,13,3,450.0,34,7.7,460,10081,4.38,6159,293.13
CBG02204,Kota Besar,Jawa Barat,7857,8,21,3,487.0,31,8.1,548,12026,4.26,8385,312.35
CBG02076,Kota Kecil,Jawa Tengah,2938,6,20,2,446.0,32,8.5,269,5914,4.07,7535,201.13
CBG00790,Kota Kecil,Jawa Timur,4028,5,16,3,193.0,5,7.9,284,6260,4.06,2013,200.93
CBG02569,Kota Kecil,Jawa Barat,4251,5,17,5,227.0,35,6.3,224,4992,3.92,6603,208.1
CBG01415,Kota Besar,Jawa Tengah,3113,6,16,2,309.0,18,7.4,355,7797,4.78,5934,185.89
CBG01385,Kota Kecil,Sulawesi,1599,4,18,2,115.0,40,8.5,114,2527,3.52,2633,150.17
CBG02649,Kota Kecil,Jawa Barat,2568,5,13,2,,6,8.7,201,4445,3.87,2440,195.5
CBG01184,Kota Kecil,Jawa Timur,5338,4,13,3,327.0,23,8.5,289,6347,4.0,5886,232.22
CBG02022,Metro,Sulawesi,8391,9,24,6,670.0,2,8.2,562,12368,3.7,3307,347.0
CBG02286,Kota Kecil,Indonesia Timur,1764,3,14,1,199.0,43,8.4,159,3531,4.37,1365,170.85
CBG00936,Kota Kecil,Jawa Barat,7277,7,22,4,447.0,14,8.0,515,11351,4.09,4672,278.49
CBG00512,Kota Besar,Indonesia Timur,7056,7,26,5,363.0,30,8.7,460,10127,4.37,4868,296.43
CBG01262,Kota Kecil,Indonesia Timur,6546,6,20,5,366.0,25,8.0,554,12237,4.38,4160,271.03
CBG01585,Kota Besar,Jawa Tengah,6857,10,29,3,363.0,31,8.0,550,12080,4.54,9137,313.44
CBG00101,Metro,Jawa Barat,10670,11,30,7,432.0,31,7.5,780,17228,3.51,6155,378.96
CBG00013,Kota Besar,Jawa Tengah,4479,5,15,4,349.0,14,7.8,321,7048,3.82,3316,223.4
CBG00645,Kota Besar,Sumatera,688,4,15,2,200.0,32,8.0,28,609,4.71,9829,133.84
CBG01550,Kota Kecil,Sumatera,3400,7,23,4,281.0,27,6.5,181,3960,5.0,6176,193.25
CBG00779,Kota Kecil,Sumatera,3483,7,22,1,352.0,23,7.3,256,5626,4.93,4458,202.21
CBG02246,Kota Besar,Jawa Tengah,6591,10,28,4,,2,7.2,436,9591,4.93,6610,278.49
CBG01268,Kota Besar,Sumatera,5321,8,21,3,234.0,20,6.9,312,6885,4.16,6673,232.78
CBG01059,Metro,Sulawesi,10751,11,33,6,451.0,41,7.3,659,14402,4.12,5979,376.04
CBG02222,Metro,Jawa Tengah,9716,11,27,6,454.0,40,6.0,579,12733,3.44,6486,355.73
CBG01399,Kota Besar,Jawa Tengah,5588,7,22,3,318.0,32,6.9,448,9816,4.14,1878,257.9
CBG01354,Kota Besar,Kalimantan,7263,7,22,5,358.0,1,6.8,402,8876,3.44,1525,297.91
CBG02613,Kota Besar,Jawa Barat,8368,6,15,5,501.0,14,8.8,549,12041,4.2,9513,312.23
CBG00855,Metro,Sumatera,10375,9,25,5,579.0,44,6.7,671,14749,5.0,6711,374.72
CBG00021,Metro,Sumatera,8182,11,30,5,569.0,17,7.3,559,12242,5.0,2506,350.1
CBG00750,Kota Kecil,Jawa Tengah,1573,3,12,1,296.0,34,7.5,111,2428,5.0,8213,134.01
CBG01494,Kota Besar,Sulawesi,6031,9,25,5,337.0,6,7.8,413,9108,3.44,6211,272.1
CBG00118,Kota Kecil,Jawa Barat,4759,6,18,4,369.0,38,8.5,309,6858,4.29,1327,251.54
CBG02040,Kota Besar,Sumatera,8698,10,24,4,348.0,45,7.7,535,11783,4.06,8556,320.77
CBG02255,Kota Besar,Jawa Timur,6121,6,17,4,623.0,18,8.3,407,8955,3.49,4580,296.72
CBG00564,Metro,Jawa Timur,8583,11,26,4,391.0,29,7.2,481,10588,4.28,1337,345.25
CBG01645,Kota Kecil,Kalimantan,726,3,18,2,175.0,24,7.4,111,2461,3.57,5210,126.16
CBG01128,Kota Besar,Jawa Barat,7582,9,29,5,380.0,44,7.6,453,9970,3.45,2022,333.4
CBG00491,Kota Kecil,Sulawesi,5568,4,13,4,333.0,22,9.5,485,10726,5.0,8633,235.68
CBG00047,Kota Besar,Jawa Timur,5433,7,20,2,283.0,23,7.1,355,7868,4.65,7352,248.68
CBG00493,Kota Besar,Sulawesi,4234,4,6,3,383.0,33,9.2,301,6652,3.91,3694,225.15
CBG01644,Kota Besar,Kalimantan,5764,7,21,3,549.0,26,7.9,348,7657,3.99,3227,274.51
CBG02281,Kota Besar,Jawa Barat,2980,3,12,1,374.0,4,8.5,173,3820,3.88,8564,192.42
CBG02333,Metro,Jawa Barat,6023,6,18,3,340.0,1,7.9,507,11110,3.74,5651,267.59
CBG00948,Kota Kecil,Sumatera,8540,11,33,5,577.0,36,8.2,594,13126,3.92,7323,336.21
CBG01906,Kota Kecil,Sumatera,5706,5,13,4,411.0,44,6.3,364,7980,4.48,9266,245.19
CBG00769,Metro,Jawa Tengah,8601,7,21,5,487.0,23,7.5,500,10938,4.42,2034,327.08
CBG02951,Kota Besar,Jawa Tengah,5333,6,15,4,325.0,31,7.6,383,8377,4.13,5783,251.03
CBG02587,Kota Kecil,Kalimantan,7449,9,24,5,532.0,45,6.6,430,9497,,6914,316.49
CBG02248,Kota Besar,Jawa Barat,6336,7,21,4,458.0,40,8.7,551,12070,4.28,9654,300.51
CBG02158,Kota Kecil,Sulawesi,5704,6,19,3,413.0,31,9.0,441,9642,3.52,7037,271.93
CBG00960,Metro,Sulawesi,9630,9,25,3,440.0,18,9.5,614,13564,,3569,413.11
CBG01976,Kota Besar,Jawa Barat,5914,8,26,4,355.0,41,7.6,470,10260,4.83,4901,271.48
CBG01217,Kota Kecil,Sumatera,2345,6,17,1,261.0,2,8.6,118,2605,4.39,3248,158.94
CBG01748,Kota Besar,Indonesia Timur,5991,6,16,5,498.0,30,7.4,471,10403,4.06,9410,274.2
CBG00565,Kota Besar,Jawa Tengah,8078,11,28,6,,6,8.3,486,10752,4.6,1544,321.82
CBG00610,Kota Kecil,Jawa Tengah,7449,9,31,4,423.0,14,8.5,527,11578,4.24,4078,288.16
CBG02501,Kota Kecil,Sulawesi,1684,3,14,3,196.0,33,8.3,91,2003,4.31,6943,158.55
CBG01431,Kota Kecil,Jawa Barat,6945,7,19,6,471.0,14,8.1,442,9762,4.27,9921,284.84
CBG01233,Kota Besar,Sulawesi,7963,10,28,4,360.0,38,8.5,512,11311,3.86,8464,342.25
CBG01562,Kota Besar,Kalimantan,7732,10,29,7,350.0,28,8.1,555,12142,3.71,6209,325.24
CBG00577,Kota Kecil,Jawa Tengah,2821,4,13,3,300.0,23,7.8,158,3482,4.75,3861,172.05
CBG00627,Metro,Jawa Timur,7508,7,18,5,431.0,16,10.3,496,10801,4.42,9563,320.37
CBG01584,Kota Besar,Sumatera,5913,8,24,4,401.0,2,9.9,385,8403,3.97,7872,273.86
CBG01377,Kota Kecil,Sumatera,6260,8,21,4,,12,8.8,423,9256,4.09,7390,261.12
CBG01588,Metro,Jawa Timur,11579,11,31,7,548.0,22,8.6,701,15390,4.23,3120,382.37
CBG02319,Metro,Jawa Timur,8593,9,22,6,401.0,3,7.6,638,14080,4.13,4057,325.61
CBG01534,Metro,Jawa Timur,11718,12,32,5,761.0,25,9.1,788,17390,4.06,1739,400.56
CBG01880,Metro,Jawa Timur,10236,9,25,5,645.0,45,7.0,686,15235,3.25,3787,388.98
CBG02949,Kota Besar,Jawa Barat,6773,10,27,4,497.0,1,8.9,475,10349,4.89,9972,308.32
CBG00756,Kota Kecil,Jawa Timur,5877,7,18,5,505.0,33,7.9,428,9467,3.97,3349,271.24
CBG02451,Metro,Sumatera,7607,10,23,5,443.0,28,7.5,495,10846,,7556,324.79
CBG01532,Kota Besar,Jawa Barat,5720,8,20,4,493.0,5,7.6,429,9410,4.84,4949,278.5
CBG02747,Kota Kecil,Sulawesi,2913,5,15,1,262.0,41,6.9,254,5609,3.99,1468,250.94
CBG00640,Kota Kecil,Jawa Timur,5974,9,24,4,351.0,35,7.7,438,9639,4.06,9658,271.45
CBG02445,Kota Besar,Jawa Timur,3223,5,17,3,275.0,45,8.5,206,4542,3.12,5402,209.31
CBG00044,Kota Kecil,Sumatera,3551,7,17,3,203.0,27,6.8,330,7252,3.9,3233,194.43
CBG00008,Metro,Jawa Barat,6698,8,18,3,559.0,29,7.2,373,8205,3.14,6956,313.06
CBG02617,Kota Besar,Jawa Barat,5102,7,25,4,,24,9.6,383,8333,3.62,1530,271.68
CBG00739,Kota Besar,Kalimantan,7244,10,28,4,291.0,27,8.7,565,12378,5.0,7673,288.8
CBG00033,Metro,Jawa Timur,10243,10,30,5,681.0,17,7.6,641,14124,4.23,2515,387.91
CBG00471,Kota Kecil,Jawa Tengah,4666,5,12,3,240.0,3,8.3,396,8687,4.32,5713,194.42
CBG00472,Kota Besar,Jawa Barat,6997,6,18,4,485.0,16,7.6,519,11463,3.65,5116,293.68
CBG00422,Kota Besar,Indonesia Timur,1307,4,15,2,219.0,1,7.7,36,796,4.22,1164,147.79
CBG01691,Kota Kecil,Jawa Tengah,2591,4,19,4,295.0,18,7.8,238,5222,3.32,8167,169.83
CBG02235,Kota Kecil,Jawa Timur,1126,3,8,3,183.0,28,7.8,63,1380,3.84,2855,120.11
CBG02711,Kota Kecil,Jawa Tengah,5371,6,15,2,415.0,12,9.2,370,8165,4.36,1140,225.58
CBG01478,Kota Kecil,Jawa Barat,3471,8,21,4,311.0,41,8.4,270,5879,2.9,7030,225.15
CBG02197,Kota Kecil,Kalimantan,6438,8,23,5,416.0,24,7.9,387,8499,3.58,7862,285.46
CBG02698,Kota Besar,Jawa Timur,6615,5,18,5,436.0,33,8.6,418,9199,4.45,7635,283.43
CBG02662,Kota Besar,Jawa Timur,3674,6,16,2,,15,7.5,322,7007,4.07,6087,197.62
CBG02631,Metro,Jawa Barat,7794,7,16,5,482.0,18,8.5,440,9549,5.0,9838,325.4
CBG01715,Kota Kecil,Sulawesi,6229,9,27,5,365.0,29,8.4,497,10862,,3957,278.48
CBG02844,Kota Kecil,Jawa Tengah,6075,8,22,3,401.0,11,8.1,511,11230,3.23,2898,251.53
CBG00465,Kota Kecil,Jawa Barat,4687,6,20,3,306.0,13,9.1,338,7408,4.8,2341,230.27
CBG01334,Kota Besar,Jawa Timur,8912,10,26,7,458.0,30,6.7,518,11415,4.39,6969,332.74
CBG02411,Metro,Sulawesi,10117,9,25,8,615.0,19,8.4,712,15862,5.0,7252,361.91
CBG01956,Kota Kecil,Kalimantan,1479,3,10,2,231.0,26,8.5,163,3577,4.04,9901,147.28
CBG00668,Kota Besar,Jawa Barat,8257,9,22,3,380.0,10,6.2,569,12494,4.81,6571,294.92
CBG00010,Metro,Jawa Barat,10052,9,27,6,512.0,20,9.9,668,14583,5.0,7697,372.94
CBG02238,Kota Besar,Jawa Tengah,5209,6,15,4,,17,8.8,276,6067,4.27,2968,239.04
CBG01722,Kota Kecil,Jawa Barat,4646,5,14,1,379.0,25,7.6,318,6939,3.77,1243,226.98
CBG01731,Kota Besar,Jawa Timur,6545,7,17,5,542.0,27,8.9,402,8842,4.21,9282,327.85
CBG02645,Kota Besar,Jawa Tengah,7636,7,26,6,480.0,5,7.9,455,10060,3.3,2658,292.02
CBG01284,Metro,Sumatera,8923,10,27,5,578.0,29,9.4,668,14828,4.32,8401,357.05
CBG01889,Kota Kecil,Jawa Barat,1907,4,16,2,173.0,34,7.8,162,3550,5.0,5144,163.62
CBG01455,Metro,Jawa Barat,11898,10,27,7,570.0,23,9.2,822,17986,3.33,6086,388.04
CBG01524,Metro,Jawa Barat,12348,10,27,7,556.0,8,7.7,821,18070,4.7,6101,370.42
CBG01697,Metro,Jawa Timur,5546,5,12,4,526.0,37,8.5,398,8841,4.56,8904,298.82
CBG01294,Kota Besar,Indonesia Timur,5003,6,19,3,164.0,39,7.7,337,7467,4.83,6555,259.41
CBG01423,Kota Kecil,Kalimantan,762,2,10,2,,45,8.0,111,2445,3.87,4598,133.82
CBG01443,Kota Kecil,Jawa Timur,5280,5,17,3,358.0,41,7.3,377,8292,3.92,2060,244.25
CBG02692,Kota Kecil,Jawa Timur,6261,7,24,5,475.0,40,6.0,373,8189,3.51,3832,275.98
CBG02469,Kota Kecil,Jawa Tengah,6818,6,16,3,418.0,15,7.6,448,9792,3.83,5759,261.4
CBG01114,Metro,Jawa Barat,12170,12,28,8,696.0,31,8.2,797,17634,,7467,403.88
CBG01652,Kota Besar,Kalimantan,9176,11,31,6,419.0,28,8.0,635,13975,4.4,8622,351.37
CBG00433,Kota Kecil,Sulawesi,3501,4,17,2,377.0,7,8.0,279,6108,3.8,5864,194.94
CBG00787,Kota Besar,Jawa Timur,4703,7,20,1,341.0,3,8.4,461,10260,4.12,9609,233.81
CBG01152,Metro,Sumatera,6677,10,28,4,413.0,39,10.1,566,12368,,8638,331.27
CBG00125,Metro,Kalimantan,9239,7,19,7,486.0,1,6.8,621,13806,4.37,9769,333.1
CBG00066,Kota Besar,Kalimantan,5498,5,19,3,423.0,11,7.3,396,8743,3.26,9525,257.61
CBG02254,Kota Besar,Sumatera,4438,5,18,3,413.0,45,9.8,384,8457,2.91,3345,256.54
CBG01194,Kota Kecil,Jawa Tengah,3327,7,24,4,336.0,44,6.0,317,7015,4.15,3929,222.69
CBG01821,Kota Besar,Indonesia Timur,8530,9,23,5,519.0,4,6.0,622,13703,,2366,311.07
CBG01822,Kota Besar,Sumatera,7304,8,24,3,588.0,23,8.3,413,9152,4.63,9649,289.17
CBG02346,Kota Besar,Indonesia Timur,7878,10,31,7,507.0,37,9.8,486,10678,4.72,9843,358.99
CBG02544,Kota Besar,Jawa Timur,2003,2,9,4,369.0,13,8.5,198,4345,4.49,5007,168.32
CBG00781,Kota Kecil,Jawa Barat,4030,7,20,3,262.0,40,9.2,308,6759,4.51,1433,233.71
CBG02031,Kota Besar,Jawa Barat,8536,8,27,4,603.0,12,7.7,556,12153,4.02,3560,323.55
CBG00130,Kota Kecil,Jawa Barat,3065,8,23,4,207.0,9,8.8,181,3969,4.52,6596,194.56
CBG01180,Kota Kecil,Jawa Tengah,2262,4,14,3,350.0,41,7.1,173,3791,3.87,7358,179.26
CBG02068,Kota Besar,Jawa Tengah,7257,7,17,5,,41,8.8,449,9864,3.8,8764,311.35
CBG01445,Metro,Kalimantan,10705,11,25,6,496.0,4,7.6,646,14263,4.34,8774,358.43
CBG01359,Kota Kecil,Jawa Timur,4530,5,20,3,408.0,26,8.4,348,7649,5.0,2011,223.64
CBG02937,Kota Besar,Jawa Timur,6820,5,17,6,450.0,9,6.9,425,9389,3.61,1810,283.95
CBG02677,Kota Kecil,Jawa Tengah,5381,5,17,2,,8,8.1,429,9351,4.13,3778,230.7
CBG01865,Kota Kecil,Jawa Barat,4834,7,22,3,365.0,35,7.1,321,7070,4.18,7770,249.26
CBG02906,Kota Kecil,Sumatera,4416,4,14,5,354.0,23,8.0,404,8910,5.0,6866,219.14
CBG01924,Kota Kecil,Sulawesi,8409,8,26,6,524.0,32,9.0,539,11838,4.0,5938,330.26
CBG01574,Kota Besar,Sumatera,6660,8,24,5,369.0,45,8.0,492,10836,4.22,3133,306.92
CBG01079,Kota Kecil,Jawa Tengah,5260,6,10,5,370.0,3,6.9,423,9227,4.52,5452,210.71
CBG02330,Kota Besar,Jawa Timur,7338,5,16,6,399.0,28,8.7,419,9195,4.93,1351,285.09
CBG00238,Kota Kecil,Jawa Tengah,6886,6,23,4,,39,6.0,543,12002,4.5,2865,272.62
CBG00962,Kota Kecil,Jawa Tengah,2302,4,16,2,90.0,4,7.0,117,2562,3.75,5480,137.25
CBG01223,Kota Kecil,Jawa Timur,7947,9,26,3,377.0,6,9.1,566,12431,3.21,5122,283.53
CBG01882,Kota Kecil,Jawa Tengah,5092,4,13,4,491.0,6,7.6,309,6808,4.02,1322,227.07
CBG01527,Metro,Sumatera,11253,11,31,6,,34,7.4,763,16741,3.34,7287,398.6
CBG01970,Kota Besar,Jawa Tengah,2964,5,17,4,203.0,25,9.0,279,6171,3.89,4423,197.81
CBG01707,Kota Besar,Sumatera,5642,5,14,5,288.0,31,6.3,461,10131,4.21,7288,245.25
CBG00763,Kota Kecil,Jawa Tengah,350,3,12,1,217.0,22,7.6,20,440,4.65,2328,96.3
CBG00370,Kota Besar,Jawa Barat,5309,7,17,5,277.0,30,9.5,368,8109,3.57,9971,258.79
CBG00523,Kota Kecil,Sumatera,4927,8,23,4,523.0,22,8.8,256,5695,3.41,2397,256.55
CBG02067,Kota Kecil,Sumatera,4842,4,15,5,,2,9.6,292,6409,3.58,2724,222.81
CBG00076,Metro,Sulawesi,9131,9,31,4,511.0,34,8.5,529,11738,4.29,8441,368.23
CBG02885,Kota Besar,Kalimantan,7238,8,19,3,,31,7.9,473,10344,4.6,1369,303.85
CBG00055,Kota Kecil,Sumatera,3660,5,14,4,251.0,32,6.6,350,7682,4.58,6314,199.91
CBG00267,Metro,Kalimantan,6743,8,24,5,526.0,26,6.7,411,9118,4.14,4243,308.81
CBG01626,Metro,Jawa Tengah,5964,6,15,3,391.0,38,7.9,439,9675,4.65,3047,274.55
CBG01779,Metro,Kalimantan,1957,3,11,3,367.0,15,7.7,52,1146,5.0,1041,191.29
CBG02183,Metro,Sumatera,7055,7,22,4,362.0,40,7.7,522,11499,3.42,4920,323.67
CBG02881,Kota Kecil,Indonesia Timur,3448,3,13,3,351.0,24,9.7,139,3064,4.64,4183,212.57
CBG02085,Kota Besar,Indonesia Timur,8804,8,22,5,,4,9.5,593,13019,3.88,6048,302.5
CBG00921,Kota Besar,Jawa Timur,4410,6,18,3,438.0,18,8.9,319,7017,4.75,2653,231.06
CBG00383,Metro,Indonesia Timur,11561,10,26,5,544.0,9,9.8,753,16649,4.48,7789,380.87
CBG02972,Kota Kecil,Jawa Tengah,5131,5,17,6,393.0,4,7.5,416,9219,4.15,7843,215.15
CBG02879,Kota Kecil,Sulawesi,2914,3,10,2,339.0,33,7.9,299,6519,4.14,1250,178.74
CBG02484,Kota Kecil,Jawa Timur,2783,4,15,4,382.0,27,7.2,248,5406,5.0,1808,181.79
CBG02782,Kota Besar,Jawa Tengah,6582,6,17,4,480.0,39,8.7,516,11376,3.93,3729,298.42
CBG02282,Kota Kecil,Jawa Timur,5341,7,19,3,367.0,29,8.0,383,8349,4.17,6191,244.33
CBG01700,Metro,Sulawesi,9592,9,23,4,463.0,40,8.3,719,15692,3.02,5984,359.82
CBG00836,Kota Kecil,Sumatera,2591,4,12,1,353.0,30,8.0,209,4628,4.0,3759,173.04
CBG01725,Kota Besar,Jawa Barat,3928,5,19,2,319.0,32,9.0,369,8192,4.28,2746,227.04
CBG02880,Kota Kecil,Jawa Barat,3874,5,15,3,371.0,8,7.7,360,8017,4.69,8933,209.54
CBG00464,Kota Besar,Jawa Tengah,7070,6,15,3,317.0,37,8.6,527,11529,4.34,6645,293.19
CBG00740,Metro,Sulawesi,8392,8,20,7,412.0,17,8.5,560,12413,4.75,7891,331.06
CBG02725,Kota Kecil,Jawa Timur,3063,4,9,3,263.0,16,6.8,331,7261,3.69,6627,170.32
CBG02687,Kota Besar,Sumatera,6443,5,18,4,465.0,43,7.4,441,9705,3.28,3202,286.3
CBG00802,Metro,Kalimantan,7841,6,18,4,428.0,14,10.1,468,10309,4.34,2778,317.06
CBG00276,Kota Besar,Jawa Barat,2950,4,12,1,228.0,42,7.9,214,4699,3.76,1638,188.76
CBG01123,Kota Kecil,Kalimantan,7308,8,19,4,423.0,28,7.9,471,10365,3.91,5505,296.67
CBG01299,Kota Besar,Sumatera,8709,9,28,6,440.0,2,8.9,607,13355,3.75,7073,321.26
CBG02271,Kota Besar,Jawa Timur,4712,7,23,3,277.0,45,7.7,359,7899,3.85,8046,251.04
CBG02508,Kota Besar,Kalimantan,7508,8,19,5,484.0,33,8.7,503,10936,4.86,6401,314.75
CBG02493,Kota Kecil,Sumatera,4807,6,17,2,211.0,24,8.5,378,8352,3.91,8039,216.26
CBG01348,Kota Besar,Jawa Barat,8113,10,28,6,430.0,41,8.0,480,10567,4.28,7822,330.35
CBG01096,Kota Kecil,Sumatera,6881,7,25,4,380.0,32,8.5,523,11433,4.29,7611,273.99
CBG01616,Metro,Jawa Barat,6650,6,19,4,362.0,34,7.9,531,11765,4.55,7117,305.17
CBG00613,Kota Besar,Jawa Timur,4283,6,16,2,384.0,13,9.0,273,5990,3.56,1178,231.31
CBG02104,Kota Besar,Jawa Barat,8611,7,23,6,467.0,9,9.5,566,12573,3.51,9342,317.1
CBG01041,Kota Besar,Jawa Timur,5348,7,22,3,381.0,25,6.6,356,7809,3.75,7100,247.39
CBG00849,Kota Besar,Jawa Barat,7142,6,17,5,328.0,23,7.0,453,9880,3.72,3446,292.62
CBG02414,Kota Besar,Sumatera,5885,8,17,3,583.0,21,7.7,379,8323,3.17,9553,272.32
CBG01154,Metro,Kalimantan,5924,7,22,2,380.0,16,8.5,340,7476,,6042,288.88
CBG02014,Kota Besar,Jawa Timur,4755,5,18,4,,30,8.8,377,8269,4.43,9227,234.51
CBG00596,Kota Kecil,Jawa Timur,1572,2,14,2,241.0,35,8.7,176,3916,4.25,6693,155.79
CBG02822,Kota Besar,Sumatera,4862,6,15,1,314.0,44,8.2,359,7902,3.44,1858,251.46
CBG01429,Kota Kecil,Jawa Tengah,5974,8,22,3,472.0,23,8.2,422,9253,3.83,6203,272.94
CBG01551,Metro,Jawa Barat,11072,10,25,8,542.0,24,8.0,762,16804,4.13,4944,390.27
CBG01817,Metro,Jawa Barat,6497,7,16,4,504.0,39,8.3,426,9351,3.99,9768,319.11
CBG01181,Kota Besar,Jawa Barat,3196,2,9,5,272.0,43,8.2,249,5433,4.47,8574,206.66
CBG00986,Kota Besar,Jawa Barat,7817,8,27,5,,30,6.9,626,13748,4.19,7489,318.28
CBG01999,Metro,Indonesia Timur,10648,10,27,7,508.0,9,7.3,836,18403,4.35,7661,365.68
CBG01681,Kota Kecil,Jawa Barat,9449,13,37,5,527.0,39,7.8,626,13666,4.1,2398,362.47
CBG01521,Kota Besar,Jawa Timur,6405,7,19,4,507.0,30,8.1,374,8209,4.5,6398,283.14
CBG00368,Metro,Sumatera,8575,10,25,5,420.0,38,8.6,565,12536,4.03,1041,357.48
CBG01998,Metro,Jawa Tengah,7478,7,23,6,384.0,33,8.2,444,9701,3.5,6824,329.11
